Date,City,Weather Condition,Temperature,Wind Force and Direction,Day Weather,Night Weather,Day Temp,Night Temp,Day Wind Direction,Night Wind Direction,Day Wind Force,Night Wind Force
2017-04-10,shanghai,小雨/小雨,14℃/11℃,北风≤3级/东北风≤3级,小雨,小雨,14.0,11.0,北风,东北风,≤3级,≤3级
2017-04-11,shanghai,阴/多云,14℃/11℃,北风≤3级/北风≤3级,阴,多云,14.0,11.0,北风,北风,≤3级,≤3级
2017-04-12,shanghai,多云/晴,17℃/10℃,东北风≤3级/东南风≤3级,多云,晴,17.0,10.0,东北风,东南风,≤3级,≤3级
2017-04-13,shanghai,晴/晴,22℃/13℃,南风3-4级/东南风≤3级,晴,晴,22.0,13.0,南风,东南风,3-4级,≤3级
2017-04-14,shanghai,晴/晴,26℃/16℃,南风≤3级/南风≤3级,晴,晴,26.0,16.0,南风,南风,≤3级,≤3级
2017-04-15,shanghai,晴/多云,30℃/18℃,西南风≤3级/东南风≤3级,晴,多云,30.0,18.0,西南风,东南风,≤3级,≤3级
2017-04-16,shanghai,阵雨/中雨,27℃/19℃,东南风≤3级/西南风3-4级,阵雨,中雨,27.0,19.0,东南风,西南风,≤3级,3-4级
2017-04-17,shanghai,中雨/多云,24℃/16℃,西风3-4级/西风≤3级,中雨,多云,24.0,16.0,西风,西风,3-4级,≤3级
2017-04-18,shanghai,晴/晴,28℃/15℃,西北风3-4级/东南风≤3级,晴,晴,28.0,15.0,西北风,东南风,3-4级,≤3级
2017-04-19,shanghai,多云/中雨,25℃/17℃,东南风3-4级/东南风≤3级,多云,中雨,25.0,17.0,东南风,东南风,3-4级,≤3级
2017-04-20,shanghai,阴/阴,24℃/16℃,西北风≤3级/西北风≤3级,阴,阴,24.0,16.0,西北风,西北风,≤3级,≤3级
2017-04-21,shanghai,阴/多云,23℃/14℃,西北风≤3级/西北风≤3级,阴,多云,23.0,14.0,西北风,西北风,≤3级,≤3级
2017-04-22,shanghai,多云/晴,21℃/13℃,东北风≤3级/东南风≤3级,多云,晴,21.0,13.0,东北风,东南风,≤3级,≤3级
2017-04-23,shanghai,晴/多云,23℃/14℃,东南风≤3级/东南风≤3级,晴,多云,23.0,14.0,东南风,东南风,≤3级,≤3级
2017-04-24,shanghai,多云/多云,24℃/16℃,东南风<3级/东南风<3级,多云,多云,24.0,16.0,东南风,东南风,3级,3级
2017-04-25,shanghai,阵雨/中雨,25℃/16℃,东南风≤3级/东北风3-4级,阵雨,中雨,25.0,16.0,东南风,东北风,≤3级,3-4级
2017-04-26,shanghai,小雨/阴,20℃/14℃,东北风≤3级/北风≤3级,小雨,阴,20.0,14.0,东北风,北风,≤3级,≤3级
2017-04-27,shanghai,多云/晴,22℃/14℃,北风≤3级/西风≤3级,多云,晴,22.0,14.0,北风,西风,≤3级,≤3级
2017-04-28,shanghai,晴/晴,26℃/17℃,西南风≤3级/西南风≤3级,晴,晴,26.0,17.0,西南风,西南风,≤3级,≤3级
2017-04-29,shanghai,晴/晴,28℃/18℃,西南风≤3级/西南风≤3级,晴,晴,28.0,18.0,西南风,西南风,≤3级,≤3级
2017-04-30,shanghai,晴/多云,30℃/19℃,南风≤3级/南风≤3级,晴,多云,30.0,19.0,南风,南风,≤3级,≤3级
2017-05-01,shanghai,多云/小雨,29℃/19℃,东南风≤3级/东南风≤3级,多云,小雨,29.0,19.0,东南风,东南风,≤3级,≤3级
2017-05-02,shanghai,阵雨/小雨,21℃/18℃,东风3-4级/东风3-4级,阵雨,小雨,21.0,18.0,东风,东风,3-4级,3-4级
2017-05-03,shanghai,阴/小雨,22℃/18℃,东南风≤3级/东南风3-4级,阴,小雨,22.0,18.0,东南风,东南风,≤3级,3-4级
2017-05-04,shanghai,小雨/阴,21℃/18℃,东南风≤3级/西北风≤3级,小雨,阴,21.0,18.0,东南风,西北风,≤3级,≤3级
2017-05-05,shanghai,阴/多云,22℃/17℃,西北风≤3级/西北风≤3级,阴,多云,22.0,17.0,西北风,西北风,≤3级,≤3级
2017-05-06,shanghai,多云/多云,24℃/17℃,东风≤3级/东南风≤3级,多云,多云,24.0,17.0,东风,东南风,≤3级,≤3级
2017-05-07,shanghai,多云/阵雨,26℃/18℃,东南风≤3级/东南风≤3级,多云,阵雨,26.0,18.0,东南风,东南风,≤3级,≤3级
2017-05-08,shanghai,中雨/阵雨,20℃/16℃,东南风3-4级/西风3-4级,中雨,阵雨,20.0,16.0,东南风,西风,3-4级,3-4级
2017-05-09,shanghai,多云/晴,25℃/18℃,西风3-4级/西北风≤3级,多云,晴,25.0,18.0,西风,西北风,3-4级,≤3级
2017-05-10,shanghai,晴/多云,30℃/20℃,南风≤3级/南风≤3级,晴,多云,30.0,20.0,南风,南风,≤3级,≤3级
2017-05-11,shanghai,多云/中雨,31℃/20℃,南风≤3级/南风≤3级,多云,中雨,31.0,20.0,南风,南风,≤3级,≤3级
2017-05-12,shanghai,小雨/多云,26℃/19℃,西风≤3级/东南风≤3级,小雨,多云,26.0,19.0,西风,东南风,≤3级,≤3级
2017-05-13,shanghai,多云/晴,29℃/20℃,东南风<3级/东南风<3级,多云,晴,29.0,20.0,东南风,东南风,3级,3级
2017-05-14,shanghai,多云/多云,27℃/19℃,东南风<3级/南风<3级,多云,多云,27.0,19.0,东南风,南风,3级,3级
2017-05-15,shanghai,阴/阵雨,26℃/18℃,东风<3级/西北风<3级,阴,阵雨,26.0,18.0,东风,西北风,3级,3级
2017-05-16,shanghai,阵雨/多云,22℃/17℃,东北风≤3级/东南风≤3级,阵雨,多云,22.0,17.0,东北风,东南风,≤3级,≤3级
2017-05-17,shanghai,晴/晴,28℃/18℃,东南风≤3级/东南风≤3级,晴,晴,28.0,18.0,东南风,东南风,≤3级,≤3级
2017-05-18,shanghai,晴/多云,29℃/19℃,东南风≤3级/东南风≤3级,晴,多云,29.0,19.0,东南风,东南风,≤3级,≤3级
2017-05-19,shanghai,多云/多云,27℃/20℃,东南风≤3级/东南风≤3级,多云,多云,27.0,20.0,东南风,东南风,≤3级,≤3级
2017-05-20,shanghai,多云/多云,27℃/20℃,东南风3-4级/东南风≤3级,多云,多云,27.0,20.0,东南风,东南风,3-4级,≤3级
2017-05-21,shanghai,多云/多云,28℃/20℃,东南风3-4级/东南风≤3级,多云,多云,28.0,20.0,东南风,东南风,3-4级,≤3级
2017-05-22,shanghai,多云/多云,28℃/21℃,东南风≤3级/东南风≤3级,多云,多云,28.0,21.0,东南风,东南风,≤3级,≤3级
2017-05-23,shanghai,阵雨/阵雨,25℃/20℃,东南风≤3级/北风3-4级,阵雨,阵雨,25.0,20.0,东南风,北风,≤3级,3-4级
2017-05-24,shanghai,小雨/多云,22℃/18℃,北风3-4级/北风≤3级,小雨,多云,22.0,18.0,北风,北风,3-4级,≤3级
2017-05-25,shanghai,多云/晴,28℃/19℃,北风≤3级/东北风≤3级,多云,晴,28.0,19.0,北风,东北风,≤3级,≤3级
2017-05-26,shanghai,晴/晴,27℃/19℃,东北风≤3级/东风≤3级,晴,晴,27.0,19.0,东北风,东风,≤3级,≤3级
2017-05-27,shanghai,晴/晴,30℃/21℃,东南风≤3级/东南风≤3级,晴,晴,30.0,21.0,东南风,东南风,≤3级,≤3级
2017-05-28,shanghai,晴/晴,32℃/21℃,东南风≤3级/东南风≤3级,晴,晴,32.0,21.0,东南风,东南风,≤3级,≤3级
2017-05-29,shanghai,晴/多云,32℃/22℃,东南风≤3级/东南风≤3级,晴,多云,32.0,22.0,东南风,东南风,≤3级,≤3级
2017-05-30,shanghai,多云/阴,31℃/24℃,东南风≤3级/南风≤3级,多云,阴,31.0,24.0,东南风,南风,≤3级,≤3级
2017-05-31,shanghai,阵雨/阴,31℃/24℃,西南风≤3级/西南风≤3级,阵雨,阴,31.0,24.0,西南风,西南风,≤3级,≤3级
2017-06-01,shanghai,阵雨/阴,32℃/23℃,东南风≤3级/东北风≤3级,阵雨,阴,32.0,23.0,东南风,东北风,≤3级,≤3级
2017-06-02,shanghai,多云/晴,29℃/19℃,东风≤3级/东南风≤3级,多云,晴,29.0,19.0,东风,东南风,≤3级,≤3级
2017-06-03,shanghai,晴/多云,29℃/20℃,东风≤3级/东风≤3级,晴,多云,29.0,20.0,东风,东风,≤3级,≤3级
2017-06-04,shanghai,晴/多云,28℃/21℃,东风≤3级/东风≤3级,晴,多云,28.0,21.0,东风,东风,≤3级,≤3级
2017-06-05,shanghai,中雨/中雨,24℃/20℃,东南风3-4级/东南风3-4级,中雨,中雨,24.0,20.0,东南风,东南风,3-4级,3-4级
2017-06-06,shanghai,阴/多云,28℃/21℃,南风≤3级/西风≤3级,阴,多云,28.0,21.0,南风,西风,≤3级,≤3级
2017-06-07,shanghai,多云/多云,30℃/21℃,西北风≤3级/西北风≤3级,多云,多云,30.0,21.0,西北风,西北风,≤3级,≤3级
2017-06-08,shanghai,晴/多云,31℃/23℃,东南风≤3级/东南风≤3级,晴,多云,31.0,23.0,东南风,东南风,≤3级,≤3级
2017-06-09,shanghai,多云/中雨,30℃/23℃,南风≤3级/南风≤3级,多云,中雨,30.0,23.0,南风,南风,≤3级,≤3级
2017-06-10,shanghai,暴雨/小雨,25℃/22℃,东风3-4级/东风3-4级,暴雨,小雨,25.0,22.0,东风,东风,3-4级,3-4级
2017-06-11,shanghai,多云/阵雨,29℃/22℃,东北风≤3级/东风≤3级,多云,阵雨,29.0,22.0,东北风,东风,≤3级,≤3级
2017-06-12,shanghai,中雨/阵雨,24℃/20℃,东南风≤3级/东风≤3级,中雨,阵雨,24.0,20.0,东南风,东风,≤3级,≤3级
2017-06-13,shanghai,阵雨/阴,23℃/20℃,东风≤3级/东风≤3级,阵雨,阴,23.0,20.0,东风,东风,≤3级,≤3级
2017-06-14,shanghai,多云/多云,27℃/20℃,东北风≤3级/东北风≤3级,多云,多云,27.0,20.0,东北风,东北风,≤3级,≤3级
2017-06-15,shanghai,多云/多云,27℃/20℃,东南风≤3级/东南风≤3级,多云,多云,27.0,20.0,东南风,东南风,≤3级,≤3级
2017-06-16,shanghai,多云/多云,28℃/20℃,东南风≤3级/东南风≤3级,多云,多云,28.0,20.0,东南风,东南风,≤3级,≤3级
2017-06-17,shanghai,晴/多云,29℃/21℃,东风≤3级/东风≤3级,晴,多云,29.0,21.0,东风,东风,≤3级,≤3级
2017-06-18,shanghai,多云/阴,29℃/23℃,东南风3-4级/东南风3-4级,多云,阴,29.0,23.0,东南风,东南风,3-4级,3-4级
2017-06-19,shanghai,阴/小雨,28℃/23℃,东南风3-4级/东南风≤3级,阴,小雨,28.0,23.0,东南风,东南风,3-4级,≤3级
2017-06-20,shanghai,阵雨/阴,26℃/23℃,东风≤3级/东北风≤3级,阵雨,阴,26.0,23.0,东风,东北风,≤3级,≤3级
2017-06-21,shanghai,阵雨/阵雨,28℃/24℃,东南风3-4级/东风3-4级,阵雨,阵雨,28.0,24.0,东南风,东风,3-4级,3-4级
2017-06-22,shanghai,阵雨/阴,25℃/22℃,东风≤3级/东风≤3级,阵雨,阴,25.0,22.0,东风,东风,≤3级,≤3级
2017-06-23,shanghai,阵雨/中雨,28℃/23℃,东风≤3级/东风≤3级,阵雨,中雨,28.0,23.0,东风,东风,≤3级,≤3级
2017-06-24,shanghai,阵雨/阵雨,27℃/23℃,东南风≤3级/西南风≤3级,阵雨,阵雨,27.0,23.0,东南风,西南风,≤3级,≤3级
2017-06-25,shanghai,阵雨/小雨,26℃/22℃,西南风≤3级/东风≤3级,阵雨,小雨,26.0,22.0,西南风,东风,≤3级,≤3级
2017-06-26,shanghai,阴/多云,29℃/23℃,西北风≤3级/东风≤3级,阴,多云,29.0,23.0,西北风,东风,≤3级,≤3级
2017-06-27,shanghai,雷阵雨/阴,29℃/23℃,西风≤3级/东南风≤3级,雷阵雨,阴,29.0,23.0,西风,东南风,≤3级,≤3级
2017-06-28,shanghai,阵雨/大雨,26℃/23℃,东南风≤3级/东南风≤3级,阵雨,大雨,26.0,23.0,东南风,东南风,≤3级,≤3级
2017-06-29,shanghai,小雨/小雨,27℃/24℃,东北风≤3级/东南风≤3级,小雨,小雨,27.0,24.0,东北风,东南风,≤3级,≤3级
2017-06-30,shanghai,雷阵雨/阴,32℃/26℃,南风≤3级/南风≤3级,雷阵雨,阴,32.0,26.0,南风,南风,≤3级,≤3级
2017-07-01,shanghai,小雨/多云,33℃/26℃,东南风3-4级/南风3-4级,小雨,多云,33.0,26.0,东南风,南风,3-4级,3-4级
2017-07-02,shanghai,阴/阴,34℃/26℃,东北风4-5级/南风4-5级,阴,阴,34.0,26.0,东北风,南风,4-5级,4-5级
2017-07-03,shanghai,中雨/小雨,34℃/27℃,东北风≤3级/东南风≤3级,中雨,小雨,34.0,27.0,东北风,东南风,≤3级,≤3级
2017-07-04,shanghai,小雨/阴,33℃/26℃,西南风≤3级/南风≤3级,小雨,阴,33.0,26.0,西南风,南风,≤3级,≤3级
2017-07-05,shanghai,阴/多云,34℃/27℃,西南风≤3级/南风≤3级,阴,多云,34.0,27.0,西南风,南风,≤3级,≤3级
2017-07-06,shanghai,阵雨/阴,35℃/27℃,南风≤3级/南风≤3级,阵雨,阴,35.0,27.0,南风,南风,≤3级,≤3级
2017-07-07,shanghai,雷阵雨/多云,36℃/27℃,南风≤3级/南风≤3级,雷阵雨,多云,36.0,27.0,南风,南风,≤3级,≤3级
2017-07-08,shanghai,雷阵雨/多云,35℃/27℃,南风≤3级/南风≤3级,雷阵雨,多云,35.0,27.0,南风,南风,≤3级,≤3级
2017-07-09,shanghai,雷阵雨/阵雨,34℃/27℃,南风≤3级/南风≤3级,雷阵雨,阵雨,34.0,27.0,南风,南风,≤3级,≤3级
2017-07-10,shanghai,中雨/多云,34℃/27℃,西南风<3级/西南风4～5级,中雨,多云,34.0,27.0,西南风,西南风,3级,5级
2017-07-11,shanghai,雷阵雨/多云,34℃/28℃,南风≤3级/南风≤3级,雷阵雨,多云,34.0,28.0,南风,南风,≤3级,≤3级
2017-07-12,shanghai,多云/多云,37℃/29℃,西南风≤3级/南风≤3级,多云,多云,37.0,29.0,西南风,南风,≤3级,≤3级
2017-07-13,shanghai,多云/多云,37℃/29℃,南风≤3级/南风≤3级,多云,多云,37.0,29.0,南风,南风,≤3级,≤3级
2017-07-14,shanghai,多云/多云,37℃/30℃,西南风3-4级/南风3-4级,多云,多云,37.0,30.0,西南风,南风,3-4级,3-4级
2017-07-15,shanghai,多云/晴,38℃/29℃,南风≤3级/东南风≤3级,多云,晴,38.0,29.0,南风,东南风,≤3级,≤3级
2017-07-16,shanghai,晴/多云,37℃/29℃,南风≤3级/南风≤3级,晴,多云,37.0,29.0,南风,南风,≤3级,≤3级
2017-07-17,shanghai,晴/晴,38℃/29℃,西南风≤3级/南风≤3级,晴,晴,38.0,29.0,西南风,南风,≤3级,≤3级
2017-07-18,shanghai,多云/晴,38℃/30℃,西南风≤3级/西南风≤3级,多云,晴,38.0,30.0,西南风,西南风,≤3级,≤3级
2017-07-19,shanghai,多云/多云,38℃/30℃,西南风≤3级/南风≤3级,多云,多云,38.0,30.0,西南风,南风,≤3级,≤3级
2017-07-20,shanghai,晴/晴,39℃/31℃,西南风≤3级/西南风≤3级,晴,晴,39.0,31.0,西南风,西南风,≤3级,≤3级
2017-07-21,shanghai,晴/晴,39℃/30℃,南风≤3级/南风≤3级,晴,晴,39.0,30.0,南风,南风,≤3级,≤3级
2017-07-22,shanghai,多云/多云,40℃/31℃,西南风≤3级/西南风≤3级,多云,多云,40.0,31.0,西南风,西南风,≤3级,≤3级
2017-07-23,shanghai,晴/多云,40℃/31℃,南风≤3级/南风≤3级,晴,多云,40.0,31.0,南风,南风,≤3级,≤3级
2017-07-24,shanghai,晴/晴,40℃/31℃,南风≤3级/东南风≤3级,晴,晴,40.0,31.0,南风,东南风,≤3级,≤3级
2017-07-25,shanghai,晴/多云,40℃/30℃,西南风≤3级/东北风≤3级,晴,多云,40.0,30.0,西南风,东北风,≤3级,≤3级
2017-07-26,shanghai,阴/多云,37℃/29℃,东风≤3级/东南风≤3级,阴,多云,37.0,29.0,东风,东南风,≤3级,≤3级
2017-07-27,shanghai,多云/多云,37℃/29℃,东南风≤3级/东南风≤3级,多云,多云,37.0,29.0,东南风,东南风,≤3级,≤3级
2017-07-28,shanghai,多云/多云,37℃/29℃,东南风≤3级/东南风≤3级,多云,多云,37.0,29.0,东南风,东南风,≤3级,≤3级
2017-07-29,shanghai,小雨/小雨,35℃/29℃,东南风3-4级/北风3-4级,小雨,小雨,35.0,29.0,东南风,北风,3-4级,3-4级
2017-07-30,shanghai,大雨/小雨,33℃/29℃,东南风4-5级/东南风4-5级,大雨,小雨,33.0,29.0,东南风,东南风,4-5级,4-5级
2017-07-31,shanghai,小雨/阴,34℃/28℃,东南风3-4级/东南风3-4级,小雨,阴,34.0,28.0,东南风,东南风,3-4级,3-4级
2017-09-01,shanghai,阴/阴,29℃/24℃,东北风≤3级/东北风≤3级,阴,阴,29.0,24.0,东北风,东北风,≤3级,≤3级
2017-09-02,shanghai,多云/阴,30℃/26℃,东风≤3级/东风≤3级,多云,阴,30.0,26.0,东风,东风,≤3级,≤3级
2017-09-03,shanghai,阴/阴,29℃/25℃,东风3-4级/东南风3-4级,阴,阴,29.0,25.0,东风,东南风,3-4级,3-4级
2017-09-04,shanghai,阴/阴,32℃/26℃,东南风≤3级/东南风≤3级,阴,阴,32.0,26.0,东南风,东南风,≤3级,≤3级
2017-09-05,shanghai,小雨/阴,34℃/26℃,东南风≤3级/东南风≤3级,小雨,阴,34.0,26.0,东南风,东南风,≤3级,≤3级
2017-09-06,shanghai,小雨/中雨,32℃/24℃,北风≤3级/西北风≤3级,小雨,中雨,32.0,24.0,北风,西北风,≤3级,≤3级
2017-09-07,shanghai,小雨/阴,27℃/23℃,北风≤3级/东北风≤3级,小雨,阴,27.0,23.0,北风,东北风,≤3级,≤3级
2017-09-08,shanghai,多云/多云,29℃/24℃,东风≤3级/东风≤3级,多云,多云,29.0,24.0,东风,东风,≤3级,≤3级
2017-09-09,shanghai,小雨/小雨,27℃/25℃,东风3-4级/东风3-4级,小雨,小雨,27.0,25.0,东风,东风,3-4级,3-4级
2017-09-10,shanghai,小雨/小雨,33℃/25℃,东南风4-5级/东南风4-5级,小雨,小雨,33.0,25.0,东南风,东南风,4-5级,4-5级
2017-09-11,shanghai,小雨/小雨,29℃/24℃,西北风≤3级/北风≤3级,小雨,小雨,29.0,24.0,西北风,北风,≤3级,≤3级
2017-09-12,shanghai,阴/阴,29℃/23℃,北风≤3级/北风≤3级,阴,阴,29.0,23.0,北风,北风,≤3级,≤3级
2017-09-13,shanghai,多云/多云,29℃/23℃,东北风3-4级/东北风3-4级,多云,多云,29.0,23.0,东北风,东北风,3-4级,3-4级
2017-09-14,shanghai,多云/小雨,29℃/24℃,东北风3-4级/东北风3-4级,多云,小雨,29.0,24.0,东北风,东北风,3-4级,3-4级
2017-09-15,shanghai,小雨/阴,27℃/23℃,东北风4-5级/北风4-5级,小雨,阴,27.0,23.0,东北风,北风,4-5级,4-5级
2017-09-16,shanghai,阴/多云,27℃/22℃,北风4-5级/西北风3-4级,阴,多云,27.0,22.0,北风,西北风,4-5级,3-4级
2017-09-17,shanghai,多云/多云,29℃/21℃,西北风3-4级/东北风≤3级,多云,多云,29.0,21.0,西北风,东北风,3-4级,≤3级
2017-09-18,shanghai,晴/多云,32℃/23℃,南风≤3级/东南风≤3级,晴,多云,32.0,23.0,南风,东南风,≤3级,≤3级
2017-09-19,shanghai,小雨/小雨,29℃/23℃,东北风3-4级/东南风3-4级,小雨,小雨,29.0,23.0,东北风,东南风,3-4级,3-4级
2017-09-20,shanghai,中雨/小雨,22℃/20℃,东风≤3级/东风≤3级,中雨,小雨,22.0,20.0,东风,东风,≤3级,≤3级
2017-09-21,shanghai,小雨/小雨,25℃/20℃,东北风≤3级/东北风≤3级,小雨,小雨,25.0,20.0,东北风,东北风,≤3级,≤3级
2017-09-22,shanghai,小雨/小雨,25℃/21℃,东风≤3级/东北风≤3级,小雨,小雨,25.0,21.0,东风,东北风,≤3级,≤3级
2017-09-23,shanghai,中雨/中雨,23℃/21℃,东风≤3级/东南风≤3级,中雨,中雨,23.0,21.0,东风,东南风,≤3级,≤3级
2017-09-24,shanghai,中雨/大雨,23℃/21℃,东风3-4级/东风3-4级,中雨,大雨,23.0,21.0,东风,东风,3-4级,3-4级
2017-09-25,shanghai,中雨/小雨,25℃/23℃,东南风≤3级/西风≤3级,中雨,小雨,25.0,23.0,东南风,西风,≤3级,≤3级
2017-09-26,shanghai,阴/阴,30℃/24℃,西北风4-5级/西风≤3级,阴,阴,30.0,24.0,西北风,西风,4-5级,≤3级
2017-09-27,shanghai,阴/阴,28℃/22℃,西北风3-4级/西北风3-4级,阴,阴,28.0,22.0,西北风,西北风,3-4级,3-4级
2017-09-28,shanghai,小雨/多云,24℃/19℃,西北风≤3级/北风≤3级,小雨,多云,24.0,19.0,西北风,北风,≤3级,≤3级
2017-09-29,shanghai,多云/小雨,27℃/21℃,东风≤3级/东风≤3级,多云,小雨,27.0,21.0,东风,东风,≤3级,≤3级
2017-09-30,shanghai,小雨/小雨,23℃/21℃,东风3-4级/东南风3-4级,小雨,小雨,23.0,21.0,东风,东南风,3-4级,3-4级
2017-10-01,shanghai,小雨/小雨,31℃/22℃,南风3-4级/东北风≤3级,小雨,小雨,31.0,22.0,南风,东北风,3-4级,≤3级
2017-10-02,shanghai,小雨/小雨,26℃/20℃,北风3-4级/北风3-4级,小雨,小雨,26.0,20.0,北风,北风,3-4级,3-4级
2017-10-03,shanghai,阴/阴,24℃/20℃,东北风4-5级/东北风4-5级,阴,阴,24.0,20.0,东北风,东北风,4-5级,4-5级
2017-10-04,shanghai,阴/小雨,23℃/19℃,东北风3-4级/东北风≤3级,阴,小雨,23.0,19.0,东北风,东北风,3-4级,≤3级
2017-10-05,shanghai,小雨/小雨,21℃/18℃,北风≤3级/北风≤3级,小雨,小雨,21.0,18.0,北风,北风,≤3级,≤3级
2017-10-06,shanghai,阴/晴,24℃/18℃,西北风≤3级/西北风≤3级,阴,晴,24.0,18.0,西北风,西北风,≤3级,≤3级
2017-10-07,shanghai,晴/多云,26℃/20℃,北风≤3级/东风≤3级,晴,多云,26.0,20.0,北风,东风,≤3级,≤3级
2017-10-08,shanghai,晴/多云,28℃/21℃,东南风≤3级/东南风≤3级,晴,多云,28.0,21.0,东南风,东南风,≤3级,≤3级
2017-10-09,shanghai,多云/多云,29℃/23℃,东风≤3级/东风≤3级,多云,多云,29.0,23.0,东风,东风,≤3级,≤3级
2017-10-10,shanghai,多云/阵雨,29℃/23℃,东南风≤3级/东北风≤3级,多云,阵雨,29.0,23.0,东南风,东北风,≤3级,≤3级
2017-10-11,shanghai,小雨/小雨,23℃/19℃,东北风3-4级/东北风≤3级,小雨,小雨,23.0,19.0,东北风,东北风,3-4级,≤3级
2017-10-12,shanghai,小雨/阴,20℃/17℃,东北风3-4级/东北风3-4级,小雨,阴,20.0,17.0,东北风,东北风,3-4级,3-4级
2017-10-13,shanghai,阴/阴,21℃/18℃,东北风4-5级/东北风4-5级,阴,阴,21.0,18.0,东北风,东北风,4-5级,4-5级
2017-10-14,shanghai,小雨/中雨,21℃/18℃,东北风4-5级/东北风5-6级,小雨,中雨,21.0,18.0,东北风,东北风,4-5级,5-6级
2017-10-15,shanghai,中雨/中雨,20℃/17℃,东北风3-4级/东北风4-5级,中雨,中雨,20.0,17.0,东北风,东北风,3-4级,4-5级
2017-10-16,shanghai,小雨/小雨,20℃/17℃,东北风4-5级/东北风4-5级,小雨,小雨,20.0,17.0,东北风,东北风,4-5级,4-5级
2017-10-17,shanghai,阴/阴,21℃/18℃,东北风3-4级/东北风≤3级,阴,阴,21.0,18.0,东北风,东北风,3-4级,≤3级
2017-10-18,shanghai,阴/阴,22℃/18℃,北风≤3级/东北风≤3级,阴,阴,22.0,18.0,北风,东北风,≤3级,≤3级
2017-10-19,shanghai,小雨/小雨,21℃/18℃,北风3-4级/北风3-4级,小雨,小雨,21.0,18.0,北风,北风,3-4级,3-4级
2017-10-20,shanghai,多云/多云,23℃/17℃,北风4-5级/北风4-5级,多云,多云,23.0,17.0,北风,北风,4-5级,4-5级
2017-10-21,shanghai,多云/多云,22℃/17℃,北风4-5级/北风3-4级,多云,多云,22.0,17.0,北风,北风,4-5级,3-4级
2017-10-22,shanghai,多云/多云,22℃/16℃,北风3-4级/东北风≤3级,多云,多云,22.0,16.0,北风,东北风,3-4级,≤3级
2017-10-23,shanghai,多云/晴,20℃/13℃,北风≤3级/北风≤3级,多云,晴,20.0,13.0,北风,北风,≤3级,≤3级
2017-10-24,shanghai,晴/晴,20℃/14℃,北风≤3级/东北风≤3级,晴,晴,20.0,14.0,北风,东北风,≤3级,≤3级
2017-10-25,shanghai,多云/多云,20℃/15℃,东北风≤3级/东北风≤3级,多云,多云,20.0,15.0,东北风,东北风,≤3级,≤3级
2017-10-26,shanghai,阴/阴,21℃/15℃,东北风≤3级/东北风≤3级,阴,阴,21.0,15.0,东北风,东北风,≤3级,≤3级
2017-10-27,shanghai,晴/晴,22℃/16℃,北风≤3级/北风≤3级,晴,晴,22.0,16.0,北风,北风,≤3级,≤3级
2017-10-28,shanghai,晴/晴,22℃/16℃,北风3-4级/北风3-4级,晴,晴,22.0,16.0,北风,北风,3-4级,3-4级
2017-10-29,shanghai,阴/阴,20℃/12℃,北风4-5级/北风3-4级,阴,阴,20.0,12.0,北风,北风,4-5级,3-4级
2017-10-30,shanghai,多云/多云,15℃/12℃,北风≤3级/北风≤3级,多云,多云,15.0,12.0,北风,北风,≤3级,≤3级
2017-10-31,shanghai,多云/多云,18℃/13℃,东北风≤3级/东南风≤3级,多云,多云,18.0,13.0,东北风,东南风,≤3级,≤3级
2017-11-01,shanghai,多云/多云,22℃/14℃,东南风≤3级/东南风≤3级,多云,多云,22.0,14.0,东南风,东南风,≤3级,≤3级
2017-11-02,shanghai,晴/多云,23℃/14℃,西南风≤3级/东北风≤3级,晴,多云,23.0,14.0,西南风,东北风,≤3级,≤3级
2017-11-03,shanghai,多云/多云,22℃/11℃,北风3-4级/北风3-4级,多云,多云,22.0,11.0,北风,北风,3-4级,3-4级
2017-11-04,shanghai,多云/多云,16℃/11℃,东北风≤3级/北风≤3级,多云,多云,16.0,11.0,东北风,北风,≤3级,≤3级
2017-11-05,shanghai,阴/多云,16℃/13℃,东北风≤3级/东风≤3级,阴,多云,16.0,13.0,东北风,东风,≤3级,≤3级
2017-11-06,shanghai,多云/阴,22℃/16℃,东南风≤3级/东南风≤3级,多云,阴,22.0,16.0,东南风,东南风,≤3级,≤3级
2017-11-07,shanghai,阴/多云,23℃/15℃,西北风≤3级/北风≤3级,阴,多云,23.0,15.0,西北风,北风,≤3级,≤3级
2017-11-08,shanghai,阴/阴,22℃/14℃,北风3-4级/北风3-4级,阴,阴,22.0,14.0,北风,北风,3-4级,3-4级
2017-11-09,shanghai,晴/多云,21℃/15℃,东风≤3级/东南风≤3级,晴,多云,21.0,15.0,东风,东南风,≤3级,≤3级
2017-11-10,shanghai,阴/阴,21℃/13℃,北风≤3级/北风≤3级,阴,阴,21.0,13.0,北风,北风,≤3级,≤3级
2017-11-11,shanghai,多云/多云,16℃/11℃,北风3-4级/北风≤3级,多云,多云,16.0,11.0,北风,北风,3-4级,≤3级
2017-11-12,shanghai,多云/多云,18℃/14℃,东风≤3级/东南风≤3级,多云,多云,18.0,14.0,东风,东南风,≤3级,≤3级
2017-11-13,shanghai,阴/小雨,19℃/15℃,东南风<3级/北风<3级,阴,小雨,19.0,15.0,东南风,北风,3级,3级
2017-11-14,shanghai,小雨/小雨,18℃/13℃,北风<3级/北风<3级,小雨,小雨,18.0,13.0,北风,北风,3级,3级
